district,Longitude,Latitude
Medak,78.3194,17.6902
Ranga Reddy,77.9475,16.8839
Warangal,80.3855,18.1837
Warangal,80.3656,18.2723
Warangal,80.3711,18.1542
Khammam,80.4047,17.7997
Khammam,80.418,17.9205
Warangal,80.3539,18.3633
Warangal,80.2764,18.1496
Nizamabad,78.5489,18.7495
Khammam,80.4194,17.9115
Warangal,80.2332,17.959
Warangal,80.2004,17.9073
Nizamabad,78.6021,18.6565
Warangal,80.2685,18.1394
Warangal,80.222,17.8921
Nizamabad,78.5286,18.5976
Karimnagar,78.6847,18.5763
Warangal,80.3575,18.1796
Warangal,80.3181,18.2107
Khammam,80.4033,17.8086
Khammam,80.3725,17.8224
Warangal,80.2778,18.1407
Warangal,80.2699,18.1304
Karimnagar,78.6862,18.567
Warangal,80.2744,18.0839
Warangal,80.2282,17.9309
Warangal,80.1411,17.9365
Warangal,80.191,17.9059
Adilabad,79.0546,19.0847
Warangal,80.2289,17.9858
Warangal,80.2758,18.075
Warangal,80.3244,18.3682
Warangal,80.3144,18.312
Warangal,80.305,18.3106
Warangal,80.277,18.3066
Warangal,80.4035,18.3522
Warangal,80.3942,18.3509
Khammam,80.4362,17.8408
Khammam,80.6911,17.6931
Khammam,80.7352,17.8001
Khammam,80.7445,17.8014
Khammam,80.4269,17.8394
Khammam,80.6584,17.7435
Warangal,80.4472,18.156
Warangal,80.4365,18.1636
Khammam,80.755,17.8135
Warangal,80.1064,18.1341
Warangal,80.0899,17.7356
Warangal,80.0711,18.2766
Warangal,80.0617,18.2753
Karimnagar,80.0652,18.6155
Warangal,79.9191,18.4844
Warangal,79.9176,18.4933
Karimnagar,79.9076,18.5194
Adilabad,79.9165,19.2855
Warangal,80.1914,17.7596
Warangal,80.1259,17.7501
Warangal,80.2181,17.7727
Warangal,80.1713,17.7658
Warangal,80.1619,17.7645
Warangal,80.1245,17.759
Warangal,80.123,17.768
Karimnagar,80.029,18.6012
Karimnagar,80.0196,18.5998
Karimnagar,79.9654,18.6572
Warangal,79.9908,18.4582
Warangal,79.9273,18.0335
Warangal,80.267,18.1483
Warangal,80.2504,18.2936
Warangal,80.2432,18.3382
Warangal,80.2338,18.3369
Adilabad,79.2292,19.0366
Adilabad,79.2389,19.038
Karimnagar,79.8647,18.7066
Warangal,80.0548,17.8586
Karimnagar,79.7281,18.6316
Karimnagar,80.0867,18.5179
Khammam,80.3258,17.8157
Warangal,80.277,18.5272
Warangal,80.29,18.1242
Warangal,80.3196,18.0996
Karimnagar,80.1121,18.6223
Warangal,80.329,18.101
Warangal,80.3065,17.9788
Warangal,80.2677,18.5259
Karimnagar,80.3117,18.6329
Warangal,80.3016,18.0331
Warangal,80.2909,18.0407
Warangal,80.3476,18.1037
Warangal,80.4409,18.1171
Warangal,80.3548,18.0591
Warangal,80.3455,18.0577
Karimnagar,80.2541,18.6337
Warangal,80.3534,18.068
Warangal,80.3799,18.0809
Warangal,80.3706,18.0796
Warangal,80.4424,18.1082
Karimnagar,80.2526,18.6624
Warangal,80.4395,18.126
Warangal,80.3103,18.0983
Warangal,80.3462,18.1126
Adilabad,79.8656,19.4623
Adilabad,79.8562,19.461
Adilabad,79.8576,19.452
Adilabad,79.8671,19.4534
Adilabad,79.5231,19.4213
Adilabad,79.8988,19.4122
Adilabad,79.9082,19.4135
Adilabad,79.5246,19.4124
Adilabad,79.0969,19.2384
Adilabad,79.0871,19.2369
Adilabad,79.1592,19.2013
Adilabad,78.3404,19.8513
Adilabad,78.4023,19.5201
Adilabad,79.0832,19.1807
Adilabad,78.1457,19.1206
Adilabad,78.9948,19.1674
Adilabad,78.9789,19.2023
Adilabad,78.9691,19.2008
Adilabad,78.9711,19.21
Adilabad,79.0569,19.2974
Adilabad,78.6204,19.4068
Adilabad,78.7067,19.5303
Adilabad,78.5749,19.3716
Adilabad,78.6851,19.3884
Adilabad,78.5821,19.3082
Adilabad,78.7023,19.3264
Adilabad,78.5837,19.299
Adilabad,78.7139,19.3188
Adilabad,78.6409,19.2304
Ranga Reddy,77.9691,17.2152
Nizamabad,78.0155,18.2536
Warangal,80.3512,18.3691
Warangal,80.2632,18.1422
Warangal,80.3106,18.3189
Warangal,80.3557,18.311
Warangal,80.3758,18.284
Warangal,80.3736,18.2729
Khammam,81.1268,17.2867
Khammam,80.5334,17.8172
Warangal,79.5517,17.9717
Karimnagar,79.9163,18.443
Khammam,80.4344,17.9505
Warangal,80.319,18.1095
Warangal,80.2983,18.1124
Warangal,80.3133,18.1099
Warangal,80.3041,18.1121
Warangal,80.3285,18.1073
Khammam,80.7999,17.9521
Khammam,80.9724,17.3252
Khammam,80.9616,17.3269
Medak,78.3749,17.6992
Khammam,80.802,17.9538
Warangal,79.7351,17.8523
Khammam,80.6642,17.0687
Khammam,80.8067,17.9506
Khammam,80.187,17.6431
Khammam,80.1773,17.6445
Ranga Reddy,77.725,17.5276
Ranga Reddy,77.8469,17.5346
Khammam,80.8036,17.9522
Medak,77.9675,17.605
Khammam,80.2868,17.6009
Khammam,80.1783,17.6311
Medak,77.7567,17.5966
Medak,77.8006,17.6576
Medak,78.0389,17.6201
Adilabad,79.6205,19.4586
Karimnagar,78.956,18.794
Adilabad,79.8946,19.3613
Ranga Reddy,77.8544,17.5283
Adilabad,79.9323,19.4331
Warangal,79.8405,18.1482
Warangal,79.851,18.1498
Warangal,79.2667,17.6103
Karimnagar,80.1103,18.4465
Nalgonda,79.1036,17.4703
Nalgonda,79.1152,17.4721
Warangal,79.9067,18.4889
Karimnagar,80.1043,18.5921
Karimnagar,80.0941,18.5905
Karimnagar,80.1027,18.6013
Warangal,80.0933,17.7508
Warangal,80.0304,17.9
Warangal,80.0638,17.7367
Warangal,79.8449,18.1537
Khammam,80.5947,18.3167
Khammam,80.6737,18.3286
Khammam,80.636,18.3136
Khammam,80.7812,18.1138
Khammam,80.7715,18.1123
Khammam,81.4292,17.5098
Khammam,81.4386,17.5112
Khammam,80.7504,17.9526
Khammam,80.454,17.917
Medak,78.3968,17.7869
Ranga Reddy,77.7952,17.4807
Nalgonda,78.9766,17.2349
Warangal,80.1312,17.9508
Nizamabad,78.4894,18.4489
Warangal,80.2905,18.2516
Warangal,80.3005,18.2532
Warangal,80.186,17.9974
Warangal,80.2236,18.3626
Khammam,80.9233,18.127
Karimnagar,80.1734,18.6122
Khammam,80.417,17.9759
Khammam,80.3808,18.0081
Karimnagar,80.1128,18.6029
Khammam,80.3792,18.0173
Warangal,80.2284,18.4834
Khammam,80.3708,18.0066
Karimnagar,80.1681,18.5829
Karimnagar,80.1697,18.5737
Karimnagar,80.1144,18.5936
Adilabad,79.8376,19.1333
Adilabad,79.8455,19.2618
Adilabad,79.8557,19.2634
Adilabad,79.8947,19.2539
Adilabad,79.8821,19.2043
Adilabad,79.8838,19.1951
Adilabad,79.9109,19.4504
Adilabad,79.9024,19.4396
Adilabad,79.926,19.4242
Adilabad,79.9362,19.4258
Adilabad,78.5549,19.0445
Adilabad,78.5429,19.0426
Adilabad,78.6104,19.4265
Adilabad,78.5406,18.957
Khammam,80.8408,17.6933
Ranga Reddy,78.0943,17.1428
Khammam,80.9407,18.0262
Warangal,80.3347,18.5488
Warangal,80.2317,18.4837
Khammam,80.8013,17.9519
Warangal,80.25,17.8456
Warangal,80.2901,18.3189
Adilabad,78.5805,19.5203
Karimnagar,80.1426,18.599
Karimnagar,80.1333,18.6004
Warangal,80.0415,18.3191
Warangal,80.1041,18.2916
Adilabad,79.8488,19.4066
Adilabad,79.9434,19.3929
Warangal,80.0509,18.3177
Medak,78.6176,17.8335
Khammam,81.1675,17.55
Khammam,80.8242,17.0582
Khammam,80.3711,16.8962
Mahbubnagar,78.6246,16.1793
Mahbubnagar,78.6372,16.1809
Medak,78.6149,17.8362
Medak,78.3121,17.7175
Khammam,80.4942,18.1082
Khammam,80.4996,18.1067
Khammam,80.8093,17.953
Khammam,80.8018,17.951
Khammam,80.8783,17.447
Khammam,80.7827,17.5004
Khammam,81.4224,17.5185
Khammam,81.4356,17.5201
Mahbubnagar,78.7067,16.1182
Mahbubnagar,78.731,16.1683
Mahbubnagar,77.5983,16.4038
Mahbubnagar,77.7565,16.177
Mahbubnagar,78.7161,16.1195
Karimnagar,79.0174,18.3213
Karimnagar,80.1563,18.6534
Khammam,80.7982,17.9513
Khammam,80.6816,18.3837
Adilabad,79.9085,19.4279
Warangal,80.2448,18.4003
Karimnagar,78.6261,18.582
Warangal,80.2319,18.4087
Warangal,80.2334,18.3989
Nizamabad,78.0523,18.5758
Warangal,80.3164,18.3894
Mahbubnagar,78.703,16.133
Mahbubnagar,77.8476,16.5289
Mahbubnagar,78.5914,16.1187
Mahbubnagar,78.5834,16.1074
Khammam,81.2196,17.3433
Warangal,80.1373,18.0732
Khammam,80.6702,18.3066
Khammam,81.4405,17.5124
Karimnagar,80.2089,18.5632
Karimnagar,80.2056,18.6086
Karimnagar,80.1326,18.5613
Karimnagar,80.1485,18.5818
Warangal,80.2535,18.524
Warangal,80.2974,18.5485
Medak,78.4083,18.053
Karimnagar,78.7895,18.2888
Nizamabad,78.3449,18.2277
Karimnagar,79.6385,18.5442
Adilabad,78.4548,19.7503
Adilabad,78.4506,19.529
Warangal,80.0139,18.305
Adilabad,79.1617,19.3955
Adilabad,79.656,19.4778
Warangal,79.8931,18.4991
Adilabad,79.0844,19.3016
Adilabad,79.6655,19.3967
Karimnagar,80.0637,18.5972
Karimnagar,80.0543,18.5959
Adilabad,79.7675,19.0429
Warangal,80.2298,18.391
Adilabad,78.7165,19.5316
Adilabad,78.5385,19.1812
Adilabad,78.883,19.1691
Adilabad,78.4053,19.6224
Adilabad,78.4351,19.7827
Ranga Reddy,77.9293,17.4095
Khammam,80.8159,17.4726
Khammam,81.4536,17.4412
Khammam,81.5078,17.6824
Adilabad,79.0608,19.4055
Khammam,80.8084,17.9534
Nizamabad,78.2183,18.6147
Karimnagar,78.8585,19.0089
Adilabad,79.0108,19.1615
Khammam,80.3595,17.9125
Khammam,80.604,18.4822
Warangal,79.6878,18.3396
Mahbubnagar,78.023,16.9756
Mahbubnagar,78.7192,16.1072
Medak,78.0357,17.7219
Mahbubnagar,78.7787,16.0875
Mahbubnagar,78.7621,16.0856
Khammam,80.8072,17.9523
Medak,77.7168,17.7509
Khammam,81.4645,17.5761
Medak,77.7205,17.7015
Mahbubnagar,78.806,16.1593
Medak,78.6583,18.2349
Khammam,80.5204,17.9833
Khammam,81.4695,17.6342
Khammam,81.464,17.5911
Khammam,80.6464,18.373
Khammam,80.6396,18.3736
Karimnagar,80.2016,18.5714
Karimnagar,80.1593,18.5663
Adilabad,79.8141,19.142
Karimnagar,79.8984,18.5234
Warangal,80.2947,18.3999
Warangal,80.2956,18.1508
Mahbubnagar,78.7372,16.0838
Mahbubnagar,78.7503,16.086
Khammam,80.1075,17.5599
Khammam,80.1147,17.5564
Khammam,80.8307,17.3137
Khammam,81.4129,17.5029
Khammam,81.4236,17.5043
Khammam,79.8307,17.3152
Khammam,80.736,17.431
Adilabad,79.8688,19.4733
Adilabad,79.859,19.472
Karimnagar,79.8779,18.5083
Warangal,80.2602,18.3491
Adilabad,79.8576,19.481
Adilabad,79.8673,19.4824
Warangal,80.2931,18.4182
Warangal,80.2833,18.4169
Karimnagar,80.1267,18.5796
Khammam,80.8046,17.9528
Karimnagar,79.891,18.5144
Warangal,79.8926,18.5051
Adilabad,78.9091,19.1294
Adilabad,78.9136,19.1328
Warangal,80.2501,18.3848
Adilabad,78.9205,19.1312
Karimnagar,80.1485,18.5444
Adilabad,79.8761,19.4897
Adilabad,78.6338,19.7401
Medak,77.7461,17.5879
Nizamabad,77.6163,18.3272
Karimnagar,78.6706,18.305
Karimnagar,78.6635,18.306
Warangal,80.387,18.3236
Warangal,80.3923,18.3234
Karimnagar,79.8543,18.7285
Adilabad,79.1533,19.313
Karimnagar,79.8979,18.5169
Karimnagar,79.8369,18.5406
Khammam,80.806,17.9526
Khammam,81.1665,17.5135
Medak,78.7676,17.9224
Adilabad,79.2476,19.0509
Adilabad,79.9089,19.4903
Adilabad,79.2727,19.1117
Nizamabad,78.3121,18.693
Karimnagar,78.7138,18.9137
Adilabad,79.8932,19.466
Warangal,80.0286,18.3078
Karimnagar,79.7374,18.6275
Adilabad,79.5407,19.4624
Adilabad,79.7022,18.7156
Adilabad,79.8961,19.4419
Karimnagar,79.7544,18.6294
Warangal,80.2576,18.3708
Nizamabad,78.5559,18.582
Adilabad,79.8692,19.4626
Adilabad,79.8638,19.4656
Adilabad,78.8575,19.1453
Khammam,80.8049,17.9498
Adilabad,78.7623,19.6499
Adilabad,78.765,19.658
Adilabad,79.1794,19.0577
Warangal,80.3254,18.4241
Karimnagar,80.0883,18.5468
Adilabad,79.8722,19.4909
Warangal,80.0149,18.3218
Adilabad,79.5133,19.1485
Adilabad,79.118,19.2624
Adilabad,79.5003,19.1501
Karimnagar,79.7522,18.6108
Karimnagar,79.9215,18.7517
Khammam,80.799,17.9507
Khammam,81.3896,17.5599
Khammam,81.5734,17.7266
Khammam,80.8529,17.361
Karimnagar,80.1207,18.4283
Karimnagar,80.1724,18.4647
Khammam,80.4478,17.92
Warangal,80.4332,18.224
Warangal,80.2144,18.1031
Warangal,80.2147,18.3692
Warangal,80.4406,18.4184
Warangal,79.9181,18.4315
Warangal,79.8991,18.4095
Warangal,79.9549,18.4069
Warangal,80.0614,18.3297
Warangal,80.0724,18.3311
Warangal,80.0295,18.3157
Warangal,80.0737,18.3214
Warangal,79.7441,17.8577
Mahbubnagar,78.0621,16.7905
Medak,78.3241,17.6459
Medak,78.2319,17.7896
Khammam,80.1942,17.1924
Khammam,81.3679,17.4163
Khammam,81.1098,17.3222
Nizamabad,78.2298,18.4615
Adilabad,79.7895,19.2834
Adilabad,79.6828,18.7483
Adilabad,79.8019,19.2752
Adilabad,79.6721,18.7469
Adilabad,79.9253,19.2809
Karimnagar,79.867,18.7723
Adilabad,79.9199,19.278
Adilabad,79.6187,18.8421
Adilabad,79.7458,18.9109
Adilabad,79.666,18.9297
Adilabad,79.6552,18.9283
Adilabad,79.6646,18.9393
Adilabad,79.6538,18.9379
Adilabad,79.7789,19.0174
Adilabad,79.6784,19.0238
Warangal,79.7666,18.4458
Karimnagar,79.8985,18.7862
Karimnagar,79.9149,18.7491
Adilabad,79.1272,19.2166
Adilabad,79.1216,19.2538
Karimnagar,80.0538,18.5735
Adilabad,79.6616,19.3498
Adilabad,79.5486,19.5091
Adilabad,79.409,19.118
Adilabad,79.2756,19.1069
Adilabad,79.2705,19.0423
Karimnagar,80.0555,18.5222
Adilabad,79.2625,19.0984
Adilabad,79.2523,19.0971
Adilabad,79.1693,19.0859
Adilabad,79.177,19.132
Adilabad,79.1227,19.1438
Adilabad,79.1127,19.1424
Karimnagar,80.0358,18.6205
Karimnagar,79.7505,18.593
Karimnagar,79.7611,18.5944
Adilabad,79.2691,19.0517
Karimnagar,79.1355,18.7138
Karimnagar,79.1255,18.7125
Karimnagar,79.1052,18.7097
Adilabad,79.7614,19.3527
Adilabad,79.146,19.3306
Adilabad,79.2873,19.0731
Karimnagar,80.1686,18.5269
Karimnagar,80.2523,18.6285
Karimnagar,80.2678,18.6006
Karimnagar,80.2692,18.5907
Karimnagar,80.2806,18.5922
Karimnagar,80.2636,18.5889
Karimnagar,80.275,18.5904
Adilabad,78.8956,19.1764
Nizamabad,77.8189,18.5229
Adilabad,78.7623,19.6468
Karimnagar,78.7967,18.6584
Adilabad,79.0781,19.2932
Adilabad,78.615,19.2407
Karimnagar,78.5419,18.3575
Karimnagar,79.7503,18.6203
Adilabad,79.2366,19.247
Khammam,81.5117,17.6128
Khammam,80.965,18.138
Khammam,80.8602,17.58
Khammam,80.3385,17.6711
Khammam,80.8175,18.1628
Warangal,80.5203,18.1113
Khammam,81.6184,17.7958
Khammam,81.4072,17.61
Khammam,81.3967,17.5535
Khammam,81.3793,17.5419
Warangal,80.5296,18.1127
Khammam,81.4465,17.5421
Khammam,81.4559,17.5434
Khammam,81.4968,17.5036
Warangal,80.2669,18.4068
Warangal,80.2991,18.282
Adilabad,78.5043,19.1226
Medak,78.6674,18.225
Mahbubnagar,78.6331,16.1519
Mahbubnagar,78.6345,16.1424
Adilabad,79.5187,18.8594
Adilabad,79.2356,19.2324
Warangal,80.0932,18.2523
Adilabad,79.0789,19.3843
Nizamabad,78.2419,18.4613
Adilabad,79.3071,18.9751
Karimnagar,79.9624,18.7129
Adilabad,78.8068,19.6382
Adilabad,78.8167,19.6397
Adilabad,78.681,19.4542
Khammam,81.2326,17.4534
Khammam,81.2392,17.4575
Warangal,80.2672,18.4173
Warangal,80.282,18.4147
Khammam,81.7826,17.8635
Khammam,81.7637,17.8518
Khammam,81.6083,17.8026
Khammam,81.6186,17.8042
Khammam,81.4622,17.6047
Khammam,81.455,17.5506
Khammam,81.4675,17.5429
Khammam,81.4783,17.5445
Adilabad,79.6298,18.8783
Karimnagar,79.5854,18.1421
Warangal,80.156,18.3094
Warangal,80.1632,18.3091
Warangal,80.2402,18.3631
Warangal,80.4015,18.2146
Warangal,80.3897,18.2127
Khammam,81.4482,17.577
Adilabad,79.1975,19.1837
Adilabad,79.9564,19.428
Adilabad,79.3891,19.1732
Warangal,80.0752,18.0621
Adilabad,79.9467,19.4295
Warangal,80.2321,18.1111
Karimnagar,78.6578,18.4433
Adilabad,78.8786,19.2952
Karimnagar,78.6671,18.4419
Ranga Reddy,77.9194,17.5196
Mahbubnagar,77.6716,16.7431
Mahbubnagar,77.6658,16.7439
Karimnagar,78.945,18.6459
Karimnagar,78.9642,18.6479
Karimnagar,78.9526,18.643
Karimnagar,78.9719,18.6453
Adilabad,78.5743,19.0063
Khammam,81.4962,17.6308
Khammam,80.8049,17.9548
Khammam,80.2697,17.1002
Khammam,80.2711,17.0911
Adilabad,78.9049,19.2732
Khammam,81.0172,17.6634
Khammam,80.8015,17.9524
Karimnagar,79.1038,18.4433
Karimnagar,79.0919,18.4418
Adilabad,79.2113,19.3217
Nizamabad,78.4973,18.4767
Khammam,80.8051,17.9472
Warangal,80.2771,18.4549
Warangal,80.2869,18.4562
Warangal,80.2883,18.4471
Medak,78.4239,17.7329
Karimnagar,78.8577,18.3209
Warangal,79.9291,18.0763
Warangal,79.9196,18.075
Warangal,80.0359,18.3477
Karimnagar,79.8442,18.4961
Adilabad,79.6332,19.4604
Khammam,81.7525,17.8642
Khammam,81.7619,17.8656
Khammam,80.5088,17.7079
Khammam,80.954,18.1432
Adilabad,79.1786,19.381
Karimnagar,78.8642,19.0015
Adilabad,78.807,19.609
Karimnagar,78.5812,18.4125
Khammam,80.8053,17.2721
Khammam,81.193,17.7359
Khammam,81.5467,17.6683
Khammam,81.5374,17.6669
Khammam,81.5171,17.6731
Khammam,81.4822,17.6497
Khammam,81.4634,17.6469
Khammam,80.4881,18.6174
Warangal,80.3061,18.5426
Warangal,79.9828,18.4086
Adilabad,79.8635,19.2989
Adilabad,78.0908,19.0852
Warangal,80.1246,17.8107
Khammam,80.8,17.9542
Khammam,80.6694,17.6595
Khammam,80.6822,17.6574
Khammam,81.3486,17.3841
Khammam,80.6038,18.4619
Khammam,80.6803,18.404
Warangal,80.5215,18.1253
Warangal,80.3514,18.1419
Warangal,80.093,17.9477
Warangal,79.9166,18.5067
Warangal,80.0454,18.2747
Adilabad,79.6109,18.877
Adilabad,79.7616,19.1041
Karimnagar,79.7255,18.6395
Warangal,79.9181,18.5011
Warangal,80.1041,18.1416
Khammam,80.3228,17.8325
Warangal,79.8084,18.2863
Adilabad,78.4481,19.7932
Warangal,80.1566,17.9495
Adilabad,78.0181,19.2076
Adilabad,78.8775,19.1565
Warangal,80.2712,18.2739
Warangal,80.2304,17.7915
Khammam,80.9448,18.1541
Khammam,81.5348,17.6576
Khammam,80.5094,18.5889
Mahbubnagar,78.3183,16.9257
Mahbubnagar,78.6097,16.111
Mahbubnagar,78.6083,16.102
Khammam,80.2218,17.6498
Karimnagar,79.6434,18.6302
Karimnagar,79.6499,18.6235
Karimnagar,79.9465,18.6879
Adilabad,78.2582,19.2992
Khammam,81.5443,17.6592
Adilabad,79.8102,19.304
Khammam,80.8025,17.95
Khammam,80.2598,17.7151
Khammam,80.2584,17.7241
Khammam,80.44,18.5452
Khammam,80.2329,17.4513
Khammam,81.5058,17.5973
Khammam,81.5048,17.5881
Khammam,81.2573,17.7073
Karimnagar,80.1161,18.5784
Warangal,79.8192,18.4925
Khammam,81.2556,17.7075
Khammam,81.4932,17.5853
Khammam,80.2348,17.059
Karimnagar,80.1593,18.659
Karimnagar,80.1535,18.6599
Karimnagar,80.1521,18.6696
Adilabad,79.403,18.9068
Adilabad,79.4133,18.9082
Nalgonda,79.2773,16.6843
Warangal,80.0303,18.364
Khammam,81.6768,17.7777
Adilabad,78.9128,19.184
Nizamabad,77.8981,18.7515
Mahbubnagar,77.7331,16.611
Khammam,81.2318,17.7098
Nizamabad,77.9305,18.5913
Nizamabad,77.9356,18.5949
Nizamabad,77.9371,18.5834
Adilabad,78.0627,19.0507
Khammam,81.1024,17.224
Khammam,80.7509,18.0486
Khammam,80.67,18.1155
Khammam,80.7488,18.0582
Khammam,81.238,17.7088
Khammam,80.8964,17.416
Khammam,81.2336,17.705
Khammam,80.8814,17.4142
Warangal,80.0191,17.6974
Adilabad,78.5727,19.0006
Khammam,80.8096,17.952
Khammam,80.8003,17.9494
Karimnagar,79.4343,18.169
Warangal,80.0571,18.3662
Karimnagar,79.087,18.1014
Adilabad,79.6624,18.7618
Nizamabad,78.0851,18.859
Adilabad,78.3358,19.3586
Nizamabad,77.7876,18.472
Nizamabad,77.7736,18.4599
Nizamabad,77.7965,18.464
Khammam,80.8001,17.9476
Nizamabad,77.8899,18.7778
Nizamabad,77.9393,18.6068
Nizamabad,77.9261,18.4538
Medak,78.2149,18.075
Warangal,80.4372,18.307
Warangal,79.7678,18.0372
Ranga Reddy,77.8877,17.2166
Ranga Reddy,77.8981,17.2152
Ranga Reddy,77.9258,17.3605
Medak,77.9133,17.5807
Khammam,80.7051,18.0997
Khammam,80.6921,18.1079
Nizamabad,77.7798,18.5053
Nizamabad,77.7676,18.5038
Khammam,80.8064,17.956
Khammam,80.8,17.9552
Warangal,79.6275,17.9429
Karimnagar,79.4857,18.7538
Nalgonda,79.3894,17.4027
Khammam,80.8032,18.0735
Khammam,80.1878,17.6249
Khammam,80.1865,17.6151
Nizamabad,77.8411,18.643
Nizamabad,77.8242,18.645
Nizamabad,77.8702,18.604
Khammam,80.8127,18.0701
Khammam,81.2467,17.7165
Khammam,81.2349,17.7151
Karimnagar,79.9016,18.6137
Adilabad,79.4362,18.9735
Warangal,79.7479,18.0428
Mahbubnagar,77.3749,16.3888
Nizamabad,77.8161,18.4772
Nizamabad,78.109,18.8584
Nizamabad,78.0781,18.7812
Nizamabad,78.0795,18.7722
Nizamabad,77.9929,18.6859
Nizamabad,77.857,18.603
Nizamabad,77.8075,18.5503
Nizamabad,77.8664,18.6043
Khammam,80.8072,17.9525
Nalgonda,79.022,17.3137
Nizamabad,78.0061,18.6005
Nizamabad,78.0746,18.8536
Nizamabad,78.0769,18.8653
Nizamabad,78.0795,18.8487
Nizamabad,78.0818,18.8604
Nizamabad,77.7909,18.4856
Nizamabad,77.7747,18.4885
Nizamabad,77.8115,18.5058
Nizamabad,77.7907,18.5426
Nizamabad,77.9444,18.748
Warangal,80.6317,18.1686
Khammam,80.4848,18.0521
Khammam,80.6714,18.1393
Khammam,80.6767,18.1337
Nalgonda,79.8662,16.8743
Khammam,81.2727,17.7023
Khammam,80.5946,17.5788
Khammam,80.6039,17.5801
Khammam,80.6703,18.1327
Khammam,80.6689,18.1416
Khammam,80.9228,17.4233
Khammam,81.2633,17.7009
Khammam,80.1061,17.1955
Warangal,80.4676,18.2899
Warangal,80.4808,18.276
Warangal,80.4654,18.2787
Warangal,80.4732,18.2888
Karimnagar,78.8571,18.3629
Warangal,80.0563,17.9562
Warangal,80.0543,17.9452
Nalgonda,79.3574,17.4167
Nalgonda,79.4204,17.3844
Karimnagar,79.3226,18.4712
Nalgonda,79.2196,16.8529
Nalgonda,79.3679,16.79
Nalgonda,79.5992,17.0285
Karimnagar,79.503,18.3864
Nalgonda,79.5368,17.0636
Nalgonda,79.5229,17.0613
Karimnagar,79.2912,18.3262
Karimnagar,79.1235,18.2983
Karimnagar,79.2973,18.2465
Warangal,80.5049,18.1965
Warangal,80.4663,18.2106
Nizamabad,77.7946,18.5913
Karimnagar,79.3809,18.4214
Karimnagar,79.3904,18.42
Adilabad,78.3465,19.506
Nizamabad,77.8913,18.7519
Nizamabad,77.89,18.7429
Nizamabad,77.9047,18.4553
Nizamabad,77.8952,18.4566
Nizamabad,78.01,18.8731
Nizamabad,78.0958,18.8419
Nizamabad,78.1888,18.8193
Karimnagar,78.6003,18.8331
Adilabad,77.9231,18.8764
Karimnagar,78.8076,18.2866
Mahbubnagar,77.6431,16.3746
Mahbubnagar,77.8608,16.4532
Medak,78.252,18.0921
Medak,78.1306,17.8607
Medak,78.0638,17.8613
Mahbubnagar,78.1673,16.1134
Warangal,79.9341,18.0978
Karimnagar,79.405,18.2758
Medak,78.1667,17.713
Khammam,80.8259,17.7751
Nizamabad,78.2606,18.8151
Karimnagar,79.4629,18.4809
Karimnagar,79.4407,18.4769
Karimnagar,79.291,18.4078
Karimnagar,79.4571,18.4766
Warangal,79.6672,18.4773
Karimnagar,78.6708,18.7246
Nizamabad,78.1846,18.9054
Nizamabad,78.1798,18.9061
Khammam,80.1021,17.1855
Nizamabad,77.7724,18.5263
Nizamabad,77.7593,18.57
Nizamabad,77.9367,18.7993
Nizamabad,77.7851,18.205
Warangal,79.4,18.0093
Adilabad,79.447,18.9846
Karimnagar,79.3872,18.2385
Karimnagar,79.5727,18.7113
Warangal,79.4104,18.0079
Karimnagar,79.3885,18.248
Warangal,79.409,17.9984
Karimnagar,79.7341,18.6511
Nizamabad,78.2565,18.3859
Nizamabad,78.2442,18.3875
Warangal,79.4004,17.6704
Karimnagar,79.6776,18.4941
Khammam,80.8065,17.95
Warangal,80.5147,18.194
Khammam,80.5863,18.0367
Khammam,80.797,17.9513
Medak,78.2256,17.9016
Medak,78.1689,17.9801
Nizamabad,77.9572,18.2405
Warangal,80.3945,18.2751
Nizamabad,78.1414,18.6567
Nizamabad,77.9394,18.7428
Nizamabad,78.1304,18.5747
Nizamabad,77.7517,18.4889
Nizamabad,77.7414,18.4875
Nizamabad,77.7941,18.4849
Nizamabad,77.7503,18.4982
Warangal,80.019,17.9008
Nizamabad,78.2487,18.3798
Nizamabad,78.2259,18.3865
Karimnagar,79.5435,18.412
Medak,78.5189,18.024
Medak,78.1661,17.977
Nizamabad,78.1703,18.8665
Karimnagar,79.0063,18.863
Nizamabad,78.4191,18.8399
Khammam,80.8061,17.9531
Medak,78.1356,17.7949
Nizamabad,77.8673,18.3609
Nizamabad,78.1548,18.6506
Warangal,80.4552,18.2986
Warangal,80.4653,18.3001
Nizamabad,78.0764,18.0846
Karimnagar,79.2497,18.3653
Nizamabad,78.0798,18.8126
Warangal,80.1665,18.2095
Warangal,80.1602,18.208
Medak,78.2302,18.0052
Medak,78.2803,17.6906
Medak,78.1541,17.994
Medak,78.2207,18.0038
Medak,78.2222,17.9948
Medak,78.141,17.9551
Nizamabad,78.2231,18.8339
Karimnagar,78.9375,18.3938
Karimnagar,78.6373,18.8391
Nizamabad,77.8848,18.4515
Nizamabad,78.151,18.639
Nizamabad,78.2136,18.8325
Warangal,79.7339,18.0649
Warangal,80.0844,18.3062
Karimnagar,79.113,18.5194
Karimnagar,79.512,18.4019
Warangal,79.7236,17.8979
Warangal,79.8953,17.9769
Karimnagar,79.4327,18.5647
Warangal,79.5076,18.014
Warangal,79.517,18.0153
